Rat,Date,State,SesNo,TrialNo,Start order,start position,forced turn,choice turn,pass/fail,p/f
CSubRet1,4092017,C,1,1,4,3,L,R, Y,1
CSubRet1,4092017,C,1,2,4,2,R,L, Y,1
CSubRet1,4092017,C,1,3,4,2,R,R,N,0
CSubRet1,4092017,C,1,4,4,1,L,R, Y,1
CSubRet1,4092017,C,1,5,4,4,L,R, Y,1
CSubRet1,4092017,C,1,6,4,4,R,L, Y,1
CSubRet1,4092017,C,1,7,4,2,L,L,N,0
CSubRet1,4092017,C,1,8,4,3,R,R,N,0
CSubRet1,5092017,C,2,1,1,3,R,L, Y,1
CSubRet1,5092017,C,2,2,1,3,L,R, Y,1
CSubRet1,5092017,C,2,3,1,4,R,L, Y,1
CSubRet1,5092017,C,2,4,1,2,L,R, Y,1
CSubRet1,5092017,C,2,5,1,3,L,R, Y,1
CSubRet1,5092017,C,2,6,1,1,R,L, Y,1
CSubRet1,5092017,C,2,7,1,1,R,R,N,0
CSubRet1,5092017,C,2,8,1,3,L,L,N,0
CSubRet1,6092017,C,3,1,6,4,L,R, Y,1
CSubRet1,6092017,C,3,2,6,3,R,R,N,0
CSubRet1,6092017,C,3,3,6,1,R,L, Y,1
CSubRet1,6092017,C,3,4,6,4,L,L,N,0
CSubRet1,6092017,C,3,5,6,3,R,L, Y,1
CSubRet1,6092017,C,3,6,6,2,L,R, Y,1
CSubRet1,6092017,C,3,7,6,4,R,L, Y,1
CSubRet1,6092017,C,3,8,6,3,L,R, Y,1
CSubRet1,11092017,C,5,1,2,2,R,L, Y,1
CSubRet1,11092017,C,5,2,2,1,L,R, Y,1
CSubRet1,11092017,C,5,3,2,3,L,R, Y,1
CSubRet1,11092017,C,5,4,2,1,R,R,N,0
CSubRet1,11092017,C,5,5,2,1,L,L,N,0
CSubRet1,11092017,C,5,6,2,4,R,R,N,0
CSubRet1,11092017,C,5,7,2,4,L,R, Y,1
CSubRet1,11092017,C,5,8,2,4,R,R,N,0
CSubRet1,12092017,C,6,1,5,2,R,L, Y,1
CSubRet1,12092017,C,6,2,5,1,L,R, Y,1
CSubRet1,12092017,C,6,3,5,1,R,R,N,0
CSubRet1,12092017,C,6,4,5,3,L,R, Y,1
CSubRet1,12092017,C,6,5,5,1,R,L, Y,1
CSubRet1,12092017,C,6,6,5,2,R,L, Y,1
CSubRet1,12092017,C,6,7,5,2,L,L,N,0
CSubRet1,12092017,C,6,8,5,1,L,R, Y,1
CSubRet1,13092017,C,7,1,4,3,L,R, Y,1
CSubRet1,13092017,C,7,2,4,2,R,R,N,0
CSubRet1,13092017,C,7,3,4,2,R,L, Y,1
CSubRet1,13092017,C,7,4,4,1,L,R, Y,1
CSubRet1,13092017,C,7,5,4,4,L,R, Y,1
CSubRet1,13092017,C,7,6,4,4,R,L, Y,1
CSubRet1,13092017,C,7,7,4,2,L,R, Y,1
CSubRet1,13092017,C,7,8,4,3,R,L, Y,1
CSubRet1,14092017,C,8,1,1,3,R,L, Y,1
CSubRet1,14092017,C,8,2,1,3,L,R, Y,1
CSubRet1,14092017,C,8,3,1,4,R,L, Y,1
CSubRet1,14092017,C,8,4,1,2,L,R, Y,1
CSubRet1,14092017,C,8,5,1,3,L,L,N,0
CSubRet1,14092017,C,8,6,1,1,R,L, Y,1
CSubRet1,14092017,C,8,7,1,1,R,R,N,0
CSubRet1,14092017,C,8,8,1,3,L,R, Y,1
CSubRet1,15092017,C,9,1,6,4,L,R, Y,1
CSubRet1,15092017,C,9,2,6,3,R,L, Y,1
CSubRet1,15092017,C,9,3,6,1,R,R,N,0
CSubRet1,15092017,C,9,4,6,4,L,R, Y,1
CSubRet1,15092017,C,9,5,6,3,R,L, Y,1
CSubRet1,15092017,C,9,6,6,2,L,R, Y,1
CSubRet1,15092017,C,9,7,6,4,R,L, Y,1
CSubRet1,15092017,C,9,8,6,3,L,R, Y,1
LSubRet1,4092017,L,1,1,3,3,L,L,N,0
LSubRet1,4092017,L,1,2,3,2,R,L, Y,1
LSubRet1,4092017,L,1,3,3,2,R,L, Y,1
LSubRet1,4092017,L,1,4,3,1,L,L,N,0
LSubRet1,4092017,L,1,5,3,4,L,L,N,0
LSubRet1,4092017,L,1,6,3,4,R,L, Y,1
LSubRet1,4092017,L,1,7,3,2,L,R, Y,1
LSubRet1,4092017,L,1,8,3,3,R,R,N,0
LSubRet1,5092017,L,2,1,2,3,R,L, Y,1
LSubRet1,5092017,L,2,2,2,3,L,L,N,0
LSubRet1,5092017,L,2,3,2,4,R,L, Y,1
LSubRet1,5092017,L,2,4,2,2,L,L,N,0
LSubRet1,5092017,L,2,5,2,3,L,L,N,0
LSubRet1,5092017,L,2,6,2,1,R,L, Y,1
LSubRet1,5092017,L,2,7,2,1,R,R,N,0
LSubRet1,5092017,L,2,8,2,3,L,R, Y,1
LSubRet1,6092017,L,3,1,5,4,L,L,N,0
LSubRet1,6092017,L,3,2,5,3,R,R,N,0
LSubRet1,6092017,L,3,3,5,1,R,L, Y,1
LSubRet1,6092017,L,3,4,5,4,L,R, Y,1
LSubRet1,6092017,L,3,5,5,3,R,L, Y,1
LSubRet1,6092017,L,3,6,5,2,L,L,N,0
LSubRet1,6092017,L,3,7,5,4,R,R,N,0
LSubRet1,6092017,L,3,8,5,3,L,R, Y,1
LSubRet1,11092017,L,5,1,1,2,R,L, Y,1
LSubRet1,11092017,L,5,2,1,1,L,L,N,0
LSubRet1,11092017,L,5,3,1,3,L,R, Y,1
LSubRet1,11092017,L,5,4,1,1,R,L, Y,1
LSubRet1,11092017,L,5,5,1,1,L,R, Y,1
LSubRet1,11092017,L,5,6,1,4,R,L, Y,1
LSubRet1,11092017,L,5,7,1,4,L,L,N,0
LSubRet1,11092017,L,5,8,1,4,R,R,N,0
LSubRet1,12092017,L,6,1,6,2,R,L, Y,1
LSubRet1,12092017,L,6,2,6,1,L,L,N,0
LSubRet1,12092017,L,6,3,6,1,R,L, Y,1
LSubRet1,12092017,L,6,4,6,3,L,R, Y,1
LSubRet1,12092017,L,6,5,6,1,R,L, Y,1
LSubRet1,12092017,L,6,6,6,2,R,L, Y,1
LSubRet1,12092017,L,6,7,6,2,L,L,N,0
LSubRet1,12092017,L,6,8,6,1,L,R, Y,1
LSubRet1,13092017,L,7,1,3,3,L,L,N,0
LSubRet1,13092017,L,7,2,3,2,R,L, Y,1
LSubRet1,13092017,L,7,3,3,2,R,R,N,0
LSubRet1,13092017,L,7,4,3,1,L,L,N,0
LSubRet1,13092017,L,7,5,3,4,L,R, Y,1
LSubRet1,13092017,L,7,6,3,4,R,L, Y,1
LSubRet1,13092017,L,7,7,3,2,L,L,N,0
LSubRet1,13092017,L,7,8,3,3,R,R,N,0
LSubRet1,14092017,L,8,1,2,3,R,L, Y,1
LSubRet1,14092017,L,8,2,2,3,L,R, Y,1
LSubRet1,14092017,L,8,3,2,4,R,R,N,0
LSubRet1,14092017,L,8,4,2,2,L,R, Y,1
LSubRet1,14092017,L,8,5,2,3,L,R, Y,1
LSubRet1,14092017,L,8,6,2,1,R,R,N,0
LSubRet1,14092017,L,8,7,2,1,R,L, Y,1
LSubRet1,14092017,L,8,8,2,3,L,L,N,0
LSubRet1,15092017,L,9,1,5,4,L,R, Y,1
LSubRet1,15092017,L,9,2,5,3,L,L,N,0
LSubRet1,15092017,L,9,3,5,1,R,R,N,0
LSubRet1,15092017,L,9,4,5,4,L,L,N,0
LSubRet1,15092017,L,9,5,5,3,R,L, Y,1
LSubRet1,15092017,L,9,6,5,2,L,L,N,0
LSubRet1,15092017,L,9,7,5,4,R,L, Y,1
LSubRet1,15092017,L,9,8,5,3,L,L,N,0
CSubRet2,4092017,C,1,1,2,3,L,R, Y,1
CSubRet2,4092017,C,1,2,2,2,R,L, Y,1
CSubRet2,4092017,C,1,3,2,2,R,R,N,1
CSubRet2,4092017,C,1,4,2,1,L,R, Y,1
CSubRet2,4092017,C,1,5,2,4,L,R, Y,1
CSubRet2,4092017,C,1,6,2,4,R,L, Y,1
CSubRet2,4092017,C,1,7,2,2,L,R, Y,1
CSubRet2,4092017,C,1,8,2,3,R,L, Y,1
CSubRet2,5092017,C,2,1,5,3,R,L, Y,1
CSubRet2,5092017,C,2,2,5,3,L,R, Y,1
CSubRet2,5092017,C,2,3,5,4,L,R, Y,1
CSubRet2,5092017,C,2,4,5,2,R,L, Y,1
CSubRet2,5092017,C,2,5,5,3,L,R, Y,1
CSubRet2,5092017,C,2,6,5,1,R,L, Y,1
CSubRet2,5092017,C,2,7,5,1,R,R,N,0
CSubRet2,5092017,C,2,8,5,3,L,R, Y,1
CSubRet2,6092017,C,3,1,4,4,L,R, Y,1
CSubRet2,6092017,C,3,2,4,3,R,L, Y,1
CSubRet2,6092017,C,3,3,4,1,R,L, Y,1
CSubRet2,6092017,C,3,4,4,4,L,R, Y,1
CSubRet2,6092017,C,3,5,4,3,R,L, Y,1
CSubRet2,6092017,C,3,6,4,2,L,R, Y,1
CSubRet2,6092017,C,3,7,4,4,R,L, Y,1
CSubRet2,6092017,C,3,8,4,3,L,R, Y,1
CSubRet2,11092017,C,5,1,6,2,R,L, Y,1
CSubRet2,11092017,C,5,2,6,1,L,R, Y,1
CSubRet2,11092017,C,5,3,6,3,L,R, Y,1
CSubRet2,11092017,C,5,4,6,1,R,R,N,0
CSubRet2,11092017,C,5,5,6,1,L,R, Y,1
CSubRet2,11092017,C,5,6,6,4,R,L, Y,1
CSubRet2,11092017,C,5,7,6,4,L,R, Y,1
CSubRet2,11092017,C,5,8,6,4,R,L, Y,1
CSubRet2,12092017,C,6,1,3,2,R,L, Y,1
CSubRet2,12092017,C,6,2,3,1,L,R, Y,1
CSubRet2,12092017,C,6,3,3,1,R,R,N,0
CSubRet2,12092017,C,6,4,3,3,L,R, Y,1
CSubRet2,12092017,C,6,5,3,1,R,R,N,0
CSubRet2,12092017,C,6,6,3,2,R,L, Y,1
CSubRet2,12092017,C,6,7,3,2,L,R, Y,1
CSubRet2,12092017,C,6,8,3,1,L,R, Y,1
CSubRet2,13092017,C,7,1,2,3,L,R, Y,1
CSubRet2,13092017,C,7,2,2,2,R,R,N,0
CSubRet2,13092017,C,7,3,2,2,R,L, Y,1
CSubRet2,13092017,C,7,4,2,1,L,R, Y,1
CSubRet2,13092017,C,7,5,2,4,L,R, Y,1
CSubRet2,13092017,C,7,6,2,4,R,L, Y,1
CSubRet2,13092017,C,7,7,2,2,L,L,N,0
CSubRet2,13092017,C,7,8,2,3,R,L, Y,1
CSubRet2,14092017,C,8,1,5,3,L,R, Y,1
CSubRet2,14092017,C,8,2,5,3,R,L, Y,1
CSubRet2,14092017,C,8,3,5,4,R,L, Y,1
CSubRet2,14092017,C,8,4,5,2,L,R, Y,1
CSubRet2,14092017,C,8,5,5,3,L,R, Y,1
CSubRet2,14092017,C,8,6,5,1,R,L, Y,1
CSubRet2,14092017,C,8,7,5,1,R,R,N,0
CSubRet2,14092017,C,8,8,5,3,L,L,N,0
CSubRet2,15092017,C,9,1,4,4,L,R, Y,1
CSubRet2,15092017,C,9,2,4,3,R,L, Y,1
CSubRet2,15092017,C,9,3,4,1,R,L, Y,1
CSubRet2,15092017,C,9,4,4,4,L,R, Y,1
CSubRet2,15092017,C,9,5,4,3,R,L, Y,1
CSubRet2,15092017,C,9,6,4,2,L,R, Y,1
CSubRet2,15092017,C,9,7,4,4,R,L, Y,1
CSubRet2,15092017,C,9,8,4,3,L,R, Y,1
LSubRet2,4092017,L,1,1,1,3,L,L,N,0
LSubRet2,4092017,L,1,2,1,2,R,L, Y,1
LSubRet2,4092017,L,1,3,1,2,R,R,N,0
LSubRet2,4092017,L,1,4,1,1,L,L,N,0
LSubRet2,4092017,L,1,5,1,4,L,L,N,0
LSubRet2,4092017,L,1,6,1,4,R,R,N,0
LSubRet2,4092017,L,1,7,1,2,L,L,N,0
LSubRet2,4092017,L,1,8,1,3,R,L, Y,1
LSubRet2,5092017,L,2,1,6,3,R,L, Y,1
LSubRet2,5092017,L,2,2,6,3,L,R, Y,1
LSubRet2,5092017,L,2,3,6,4,R,R,N,0
LSubRet2,5092017,L,2,4,6,2,L,L,N,0
LSubRet2,5092017,L,2,5,6,3,L,R, Y,1
LSubRet2,5092017,L,2,6,6,1,R,L, Y,1
LSubRet2,5092017,L,2,7,6,1,R,L, Y,1
LSubRet2,5092017,L,2,8,6,3,L,L,N,0
LSubRet2,6092017,L,3,1,3,4,L,R, Y,1
LSubRet2,6092017,L,3,2,3,3,R,L, Y,1
LSubRet2,6092017,L,3,3,3,1,R,R,N,0
LSubRet2,6092017,L,3,4,3,4,L,R, Y,1
LSubRet2,6092017,L,3,5,3,3,L,L,N,0
LSubRet2,6092017,L,3,6,3,2,L,R, Y,1
LSubRet2,6092017,L,3,7,3,4,R,L, Y,1
LSubRet2,6092017,L,3,8,3,3,L,R, Y,1
LSubRet2,11092017,L,5,1,5,2,R,L, Y,1
LSubRet2,11092017,L,5,2,5,1,L,L,N,0
LSubRet2,11092017,L,5,3,5,3,L,R, Y,1
LSubRet2,11092017,L,5,4,5,1,R,R,N,0
LSubRet2,11092017,L,5,5,5,1,L,R, Y,1
LSubRet2,11092017,L,5,6,5,4,R,R,N,0
LSubRet2,11092017,L,5,7,5,4,L,R, Y,1
LSubRet2,11092017,L,5,8,5,4,R,R,N,0
LSubRet2,12092017,L,6,1,4,2,R,L, Y,1
LSubRet2,12092017,L,6,2,4,1,L,R, Y,1
LSubRet2,12092017,L,6,3,4,1,R,R,N,0
LSubRet2,12092017,L,6,4,4,3,L,L,N,0
LSubRet2,12092017,L,6,5,4,1,R,R,N,0
LSubRet2,12092017,L,6,6,4,2,R,L, Y,1
LSubRet2,12092017,L,6,7,4,2,L,R, Y,1
LSubRet2,12092017,L,6,8,4,1,L,L,N,0
LSubRet2,13092017,L,7,1,1,3,L,R, Y,1
LSubRet2,13092017,L,7,2,1,2,R,R,N,0
LSubRet2,13092017,L,7,3,1,2,R,L, Y,1
LSubRet2,13092017,L,7,4,1,1,L,L,N,0
LSubRet2,13092017,L,7,5,1,4,L,L,N,0
LSubRet2,13092017,L,7,6,1,4,R,R,N,0
LSubRet2,13092017,L,7,7,1,2,L,R, Y,1
LSubRet2,13092017,L,7,8,1,3,R,L, Y,1
LSubRet2,14092017,L,8,1,6,3,R,L, Y,1
LSubRet2,14092017,L,8,2,6,3,L,R, Y,1
LSubRet2,14092017,L,8,3,6,4,R,R,N,0
LSubRet2,14092017,L,8,4,6,2,L,R, Y,1
LSubRet2,14092017,L,8,5,6,3,L,L,N,0
LSubRet2,14092017,L,8,6,6,1,R,L, Y,1
LSubRet2,14092017,L,8,7,6,1,R,R,N,0
LSubRet2,14092017,L,8,8,6,3,L,R, Y,1
LSubRet2,15092017,L,9,1,3,4,L,R, Y,1
LSubRet2,15092017,L,9,2,3,3,R,R,N,0
LSubRet2,15092017,L,9,3,3,1,R,R,N,0
LSubRet2,15092017,L,9,4,3,4,L,L,N,0
LSubRet2,15092017,L,9,5,3,3,L,R, Y,1
LSubRet2,15092017,L,9,6,3,2,L,R, Y,1
LSubRet2,15092017,L,9,7,3,4,R,L, Y,1
LSubRet2,15092017,L,9,8,3,3,L,R, Y,1
CSubRet3,4092017,C,1,1,6,3,L,L,N,0
CSubRet3,4092017,C,1,2,6,2,R,L, Y,1
CSubRet3,4092017,C,1,3,6,2,R,L, Y,1
CSubRet3,4092017,C,1,4,6,1,L,R, Y,1
CSubRet3,4092017,C,1,5,6,4,L,R, Y,1
CSubRet3,4092017,C,1,6,6,4,R,R,N,0
CSubRet3,4092017,C,1,7,6,2,L,R, Y,1
CSubRet3,4092017,C,1,8,6,3,R,L, Y,1
CSubRet3,5092017,C,2,1,3,3,R,L, Y,1
CSubRet3,5092017,C,2,2,3,3,L,L,N,0
CSubRet3,5092017,C,2,3,3,4,R,L, Y,1
CSubRet3,5092017,C,2,4,3,2,L,R, Y,1
CSubRet3,5092017,C,2,5,3,3,L,L,N,0
CSubRet3,5092017,C,2,6,3,1,R,L, Y,1
CSubRet3,5092017,C,2,7,3,1,R,L, Y,1
CSubRet3,5092017,C,2,8,3,3,L,R, Y,1
CSubRet3,6092017,C,3,1,2,4,L,R, Y,1
CSubRet3,6092017,C,3,2,2,3,R,L, Y,1
CSubRet3,6092017,C,3,3,2,1,R,R,N,0
CSubRet3,6092017,C,3,4,2,4,L,R, Y,1
CSubRet3,6092017,C,3,5,2,3,R,L, Y,1
CSubRet3,6092017,C,3,6,2,2,L,R, Y,1
CSubRet3,6092017,C,3,7,2,4,R,L, Y,1
CSubRet3,6092017,C,3,8,2,3,L,R, Y,1
CSubRet3,11092017,C,5,1,4,2,R,L, Y,1
CSubRet3,11092017,C,5,2,4,1,L,R, Y,1
CSubRet3,11092017,C,5,3,4,3,L,L,N,0
CSubRet3,11092017,C,5,4,4,1,L,R, Y,1
CSubRet3,11092017,C,5,5,4,1,R,R,N,0
CSubRet3,11092017,C,5,6,4,4,L,L,N,0
CSubRet3,11092017,C,5,7,4,4,L,R, Y,1
CSubRet3,11092017,C,5,8,4,4,R,L, Y,1
CSubRet3,12092017,C,6,1,1,2,R,L, Y,1
CSubRet3,12092017,C,6,2,1,1,L,R, Y,1
CSubRet3,12092017,C,6,3,1,1,R,L, Y,1
CSubRet3,12092017,C,6,4,1,3,L,R, Y,1
CSubRet3,12092017,C,6,5,1,1,R,L, Y,1
CSubRet3,12092017,C,6,6,1,2,R,R,N,0
CSubRet3,12092017,C,6,7,1,2,L,R, Y,1
CSubRet3,12092017,C,6,8,1,1,L,R, Y,1
CSubRet3,13092017,C,7,1,6,3,L,R, Y,1
CSubRet3,13092017,C,7,2,6,2,R,R,N,0
CSubRet3,13092017,C,7,3,6,2,R,L, Y,1
CSubRet3,13092017,C,7,4,6,1,L,R, Y,1
CSubRet3,13092017,C,7,5,6,4,L,R, Y,1
CSubRet3,13092017,C,7,6,6,4,R,L, Y,1
CSubRet3,13092017,C,7,7,6,2,L,L,N,0
CSubRet3,13092017,C,7,8,6,3,R,L, Y,1
CSubRet3,14092017,C,8,1,3,3,R,L, Y,1
CSubRet3,14092017,C,8,2,3,3,L,R, Y,1
CSubRet3,14092017,C,8,3,3,4,R,L, Y,1
CSubRet3,14092017,C,8,4,3,2,L,L,N,0
CSubRet3,14092017,C,8,5,3,3,L,R, Y,1
CSubRet3,14092017,C,8,6,3,1,R,R,N,0
CSubRet3,14092017,C,8,7,3,1,R,L, Y,1
CSubRet3,14092017,C,8,8,3,3,L,R, Y,1
CSubRet3,15092017,C,9,1,2,4,L,R, Y,1
CSubRet3,15092017,C,9,2,2,3,R,L, Y,1
CSubRet3,15092017,C,9,3,2,1,R,L, Y,1
CSubRet3,15092017,C,9,4,2,4,L,R, Y,1
CSubRet3,15092017,C,9,5,2,3,R,L, Y,1
CSubRet3,15092017,C,9,6,2,2,L,R, Y,1
CSubRet3,15092017,C,9,7,2,4,R,L, Y,1
CSubRet3,15092017,C,9,8,2,3,L,L,N,0
LSubRet3,4092017,L,1,1,5,3,L,L,N,0
LSubRet3,4092017,L,1,2,5,2,R,R,N,0
LSubRet3,4092017,L,1,3,5,2,R,L, Y,1
LSubRet3,4092017,L,1,4,5,1,L,L,N,0
LSubRet3,4092017,L,1,5,5,4,L,L,N,0
LSubRet3,4092017,L,1,6,5,4,R,L, Y,1
LSubRet3,4092017,L,1,7,5,2,L,R, Y,1
LSubRet3,4092017,L,1,8,5,3,R,L, Y,1
LSubRet3,5092017,L,2,1,4,3,R,L, Y,1
LSubRet3,5092017,L,2,2,4,3,L,R, Y,1
LSubRet3,5092017,L,2,3,4,4,R,R,N,0
LSubRet3,5092017,L,2,4,4,2,L,R, Y,1
LSubRet3,5092017,L,2,5,4,3,L,R, Y,1
LSubRet3,5092017,L,2,6,4,1,R,R,N,0
LSubRet3,5092017,L,2,7,4,1,R,R,N,0
LSubRet3,5092017,L,2,8,4,3,L,R, Y,1
LSubRet3,6092017,L,3,1,1,4,L,R, Y,1
LSubRet3,6092017,L,3,2,1,3,R,L, Y,1
LSubRet3,6092017,L,3,3,1,1,R,R,N,0
LSubRet3,6092017,L,3,4,1,4,L,L,N,0
LSubRet3,6092017,L,3,5,1,3,R,L, Y,1
LSubRet3,6092017,L,3,6,1,2,L,R, Y,1
LSubRet3,6092017,L,3,7,1,4,R,L, Y,1
LSubRet3,6092017,L,3,8,1,3,L,R, Y,1
LSubRet3,11092017,L,5,1,3,2,R,R,N,0
LSubRet3,11092017,L,5,2,3,1,L,L,N,0
LSubRet3,11092017,L,5,3,3,3,L,L,N,0
LSubRet3,11092017,L,5,4,3,1,R,R,N,0
LSubRet3,11092017,L,5,5,3,1,L,R, Y,1
LSubRet3,11092017,L,5,6,3,4,R,R,N,0
LSubRet3,11092017,L,5,7,3,4,L,R, Y,1
LSubRet3,11092017,L,5,8,3,4,R,R,N,0
LSubRet3,12092017,L,6,1,2,2,R,R,N,0
LSubRet3,12092017,L,6,2,2,1,L,R, Y,1
LSubRet3,12092017,L,6,3,2,1,R,L, Y,1
LSubRet3,12092017,L,6,4,2,3,L,L,N,0
LSubRet3,12092017,L,6,5,2,1,R,R,N,0
LSubRet3,12092017,L,6,6,2,2,R,R,N,0
LSubRet3,12092017,L,6,7,2,2,L,R, Y,1
LSubRet3,12092017,L,6,8,2,1,L,R, Y,1
LSubRet3,13092017,L,7,1,5,3,L,R, Y,1
LSubRet3,13092017,L,7,2,5,2,R,R,N,0
LSubRet3,13092017,L,7,3,5,2,R,R,N,0
LSubRet3,13092017,L,7,4,5,1,L,L,N,0
